,estimated_diameter,name,neo_reference_id,absolute_magnitude_h,is_sentry_object,close_approach_day,close_approach_full,relative_velocity_kmh,miss_distance_lunar,miss_distance_astro,miss_distance_km,estimated_diameter_min,estimated_diameter_max,average_diameter,impact_strength
47,"{'kilometers': {'estimated_diameter_min': 0.0334622374, 'estimated_diameter_max': 0.0748238376}, 'meters': {'estimated_diameter_min': 33.4622374455, 'estimated_diameter_max': 74.8238376074}, 'miles': {'estimated_diameter_min': 0.0207924639, 'estimated_diameter_max': 0.0464933628}, 'feet': {'estimated_diameter_min': 109.7842471007, 'estimated_diameter_max': 245.4850393757}}",(2019 AB3),3837601,24.5,False,2019-01-05,2019-Jan-05 05:41,20326.3237474316,63.3753205013,0.1629185617,24372269.813783579,33.4622374455,74.8238376074,54.14303752645,1100528.909431961
48,"{'kilometers': {'estimated_diameter_min': 0.0060891262, 'estimated_diameter_max': 0.0136157002}, 'meters': {'estimated_diameter_min': 6.0891262211, 'estimated_diameter_max': 13.6157001539}, 'miles': {'estimated_diameter_min': 0.0037836064, 'estimated_diameter_max': 0.0084604012}, 'feet': {'estimated_diameter_min': 19.9774488711, 'estimated_diameter_max': 44.6709336928}}",(2019 AH3),3837610,28.2,False,2019-01-05,2019-Jan-05 22:59,64764.9611528224,1.3337404932,0.0034286388,512917.061479356,6.0891262211,13.6157001539,9.8524131875,638091.1573499925
49,"{'kilometers': {'estimated_diameter_min': 0.0022108281, 'estimated_diameter_max': 0.0049435619}, 'meters': {'estimated_diameter_min': 2.2108281036, 'estimated_diameter_max': 4.9435619262}, 'miles': {'estimated_diameter_min': 0.0013737445, 'estimated_diameter_max': 0.003071786}, 'feet': {'estimated_diameter_min': 7.2533732754, 'estimated_diameter_max': 16.2190357099}}",(2019 UU1),3879275,30.4,False,2019-01-05,2019-Jan-05 20:15,26680.1115169858,125.0787625706,0.3215392354,48101584.737268598,2.2108281036,4.9435619262,3.5771950149,95439.96191553767
50,"{'kilometers': {'estimated_diameter_min': 0.3503926411, 'estimated_diameter_max': 0.7835017643}, 'meters': {'estimated_diameter_min': 350.3926411083, 'estimated_diameter_max': 783.5017643338}, 'miles': {'estimated_diameter_min': 0.2177238258, 'estimated_diameter_max': 0.4868452748}, 'feet': {'estimated_diameter_min': 1149.5821926537, 'estimated_diameter_max': 2570.543928497}}",(2004 XP14),3263453,19.4,False,2019-01-04,2019-Jan-04 03:51,61835.7140976046,28.4403031299,0.0731113191,10937297.610250317,350.3926411083,783.5017643338,566.94720272105,35057585.13589552
51,"{'kilometers': {'estimated_diameter_min': 0.1529519353, 'estimated_diameter_max': 0.3420109247}, 'meters': {'estimated_diameter_min': 152.9519353442, 'estimated_diameter_max': 342.0109247198}, 'miles': {'estimated_diameter_min': 0.095039897, 'estimated_diameter_max': 0.2125156703}, 'feet': {'estimated_diameter_min': 501.8108275547, 'estimated_diameter_max': 1122.0831222578}}",(2007 NL1),3379718,21.2,False,2019-01-04,2019-Jan-04 08:16,37999.4556559979,66.6827284662,0.1714208958,25644200.885171946,152.9519353442,342.0109247198,247.481430032,9404159.62618393
52,"{'kilometers': {'estimated_diameter_min': 0.040230458, 'estimated_diameter_max': 0.0899580388}, 'meters': {'estimated_diameter_min': 40.2304579834, 'estimated_diameter_max': 89.9580388169}, 'miles': {'estimated_diameter_min': 0.0249980399, 'estimated_diameter_max': 0.0558973165}, 'feet': {'estimated_diameter_min': 131.9896957704, 'estimated_diameter_max': 295.1379320721}}",(2013 BC70),3625335,24.1,False,2019-01-04,2019-Jan-04 01:33,39461.9618597094,44.5106472453,0.1144232577,17117475.630381099,40.2304579834,89.9580388169,65.09424840015001,2568746.747653169
53,"{'kilometers': {'estimated_diameter_min': 0.0334622374, 'estimated_diameter_max': 0.0748238376}, 'meters': {'estimated_diameter_min': 33.4622374455, 'estimated_diameter_max': 74.8238376074}, 'miles': {'estimated_diameter_min': 0.0207924639, 'estimated_diameter_max': 0.0464933628}, 'feet': {'estimated_diameter_min': 109.7842471007, 'estimated_diameter_max': 245.4850393757}}",(2013 JL14),3638287,24.5,False,2019-01-04,2019-Jan-04 05:47,40726.905337363,104.909840623,0.269691107,40345215.16514209,33.4622374455,74.8238376074,54.14303752645,2205078.364017022
54,"{'kilometers': {'estimated_diameter_min': 0.0088014652, 'estimated_diameter_max': 0.0196806745}, 'meters': {'estimated_diameter_min': 8.801465209, 'estimated_diameter_max': 19.6806745089}, 'miles': {'estimated_diameter_min': 0.0054689752, 'estimated_diameter_max': 0.0122290004}, 'feet': {'estimated_diameter_min': 28.8761991163, 'estimated_diameter_max': 64.5691441559}}",(2014 AD16),3655745,27.4,False,2019-01-04,2019-Jan-04 05:21,33680.9895476679,12.8252768237,0.0329698633,4932221.323871171,8.801465209,19.6806745089,14.24106985895,479653.3250669034
55,"{'kilometers': {'estimated_diameter_min': 0.04411182, 'estimated_diameter_max': 0.0986370281}, 'meters': {'estimated_diameter_min': 44.1118199997, 'estimated_diameter_max': 98.6370281305}, 'miles': {'estimated_diameter_min': 0.0274098057, 'estimated_diameter_max': 0.0612901888}, 'feet': {'estimated_diameter_min': 144.7238235278, 'estimated_diameter_max': 323.6123073718}}",(2016 PT8),3757046,23.9,False,2019-01-04,2019-Jan-04 17:07,47554.663423104,12.6148945372,0.0324290348,4851314.532235876,44.1118199997,98.6370281305,71.3744240651,3394186.713433725
56,"{'kilometers': {'estimated_diameter_min': 0.04411182, 'estimated_diameter_max': 0.0986370281}, 'meters': {'estimated_diameter_min': 44.1118199997, 'estimated_diameter_max': 98.6370281305}, 'miles': {'estimated_diameter_min': 0.0274098057, 'estimated_diameter_max': 0.0612901888}, 'feet': {'estimated_diameter_min': 144.7238235278, 'estimated_diameter_max': 323.6123073718}}",(2017 YU3),3795026,23.9,False,2019-01-04,2019-Jan-04 08:14,82577.0579344326,111.9571103813,0.2878074817,43055386.232383979,44.1118199997,98.6370281305,71.3744240651,5893889.951060523
57,"{'kilometers': {'estimated_diameter_min': 0.0305179233, 'estimated_diameter_max': 0.0682401509}, 'meters': {'estimated_diameter_min': 30.5179232594, 'estimated_diameter_max': 68.2401509401}, 'miles': {'estimated_diameter_min': 0.0189629525, 'estimated_diameter_max': 0.0424024508}, 'feet': {'estimated_diameter_min': 100.1244233463, 'estimated_diameter_max': 223.8850168104}}",(2017 YQ5),3795086,24.7,False,2019-01-04,2019-Jan-04 21:18,35669.6219857621,48.1059260633,0.1236656197,18500113.299350039,30.5179232594,68.2401509401,49.37903709974999,1761331.587369005
58,"{'kilometers': {'estimated_diameter_min': 0.0116025908, 'estimated_diameter_max': 0.0259441818}, 'meters': {'estimated_diameter_min': 11.6025908209, 'estimated_diameter_max': 25.9441817907}, 'miles': {'estimated_diameter_min': 0.0072095135, 'estimated_diameter_max': 0.0161209622}, 'feet': {'estimated_diameter_min': 38.066244069, 'estimated_diameter_max': 85.1187093863}}",(2018 FU1),3802002,26.8,False,2019-01-04,2019-Jan-04 15:24,17484.0156973615,91.0123277392,0.2339648528,35000643.633743536,11.6025908209,25.9441817907,18.7733863058,328234.18086323864
59,"{'kilometers': {'estimated_diameter_min': 0.0076657557, 'estimated_diameter_max': 0.0171411509}, 'meters': {'estimated_diameter_min': 7.6657557353, 'estimated_diameter_max': 17.1411509231}, 'miles': {'estimated_diameter_min': 0.0047632783, 'estimated_diameter_max': 0.0106510141}, 'feet': {'estimated_diameter_min': 25.1501180466, 'estimated_diameter_max': 56.2373735944}}",(2018 RD2),3827321,27.7,False,2019-01-04,2019-Jan-04 10:29,28870.0254240115,124.1723717591,0.3192091819,47753013.696682553,7.6657557353,17.1411509231,12.4034533292,358088.0129595441
60,"{'kilometers': {'estimated_diameter_min': 0.2914439045, 'estimated_diameter_max': 0.6516883822}, 'meters': {'estimated_diameter_min': 291.4439045349, 'estimated_diameter_max': 651.6883821679}, 'miles': {'estimated_diameter_min': 0.1810947904, 'estimated_diameter_max': 0.4049402617}, 'feet': {'estimated_diameter_min': 956.1808197541, 'estimated_diameter_max': 2138.0853117517}}",(2018 UZ),3831886,19.8,False,2019-01-04,2019-Jan-04 07:11,55824.2393295013,111.213642806,0.285896254,42769470.63937898,291.4439045349,651.6883821679,471.5661433514,26324821.246138472
61,"{'kilometers': {'estimated_diameter_min': 0.022108281, 'estimated_diameter_max': 0.0494356193}, 'meters': {'estimated_diameter_min': 22.1082810359, 'estimated_diameter_max': 49.435619262}, 'miles': {'estimated_diameter_min': 0.0137374447, 'estimated_diameter_max': 0.0307178602}, 'feet': {'estimated_diameter_min': 72.5337327539, 'estimated_diameter_max': 162.1903570994}}",(2018 YP2),3837533,25.4,False,2019-01-04,2019-Jan-04 08:49,61121.8261559642,13.9586810721,0.0358834989,5368095.003587343,22.1082810359,49.435619262,35.77195014895,2186446.918263939
62,"{'kilometers': {'estimated_diameter_min': 0.0104943363, 'estimated_diameter_max': 0.0234660493}, 'meters': {'estimated_diameter_min': 10.4943362802, 'estimated_diameter_max': 23.4660493014}, 'miles': {'estimated_diameter_min': 0.0065208762, 'estimated_diameter_max': 0.0145811225}, 'feet': {'estimated_diameter_min': 34.4302382417, 'estimated_diameter_max': 76.9883531899}}",(2018 YG4),3837939,27.018,False,2019-01-04,2019-Jan-04 18:52,33186.8706701912,8.0120165215,0.0205964435,3081184.077175345,10.4943362802,23.4660493014,16.9801927908,563519.4621031926
63,"{'kilometers': {'estimated_diameter_min': 0.0139493823, 'estimated_diameter_max': 0.0311917671}, 'meters': {'estimated_diameter_min': 13.9493822934, 'estimated_diameter_max': 31.1917670523}, 'miles': {'estimated_diameter_min': 0.0086677416, 'estimated_diameter_max': 0.0193816595}, 'feet': {'estimated_diameter_min': 45.7656914036, 'estimated_diameter_max': 102.3351970157}}",(2019 AB),3837546,26.4,False,2019-01-04,2019-Jan-04 11:19,35331.0208971226,1.4315910314,0.0036801826,550547.478171062,13.9493822934,31.1917670523,22.57057467285,797441.4454265295
64,"{'kilometers': {'estimated_diameter_min': 0.008405334, 'estimated_diameter_max': 0.0187948982}, 'meters': {'estimated_diameter_min': 8.4053340207, 'estimated_diameter_max': 18.7948982439}, 'miles': {'estimated_diameter_min': 0.0052228308, 'estimated_diameter_max': 0.0116786047}, 'feet': {'estimated_diameter_min': 27.5765560686, 'estimated_diameter_max': 61.6630539546}}",(2019 AX3),3837643,27.5,False,2019-01-04,2019-Jan-04 22:30,11917.0335742538,9.1618937918,0.0235524262,3523392.792852194,8.4053340207,18.7948982439,13.6001161323,162073.04056236986
65,"{'kilometers': {'estimated_diameter_min': 0.0483676488, 'estimated_diameter_max': 0.1081533507}, 'meters': {'estimated_diameter_min': 48.3676488219, 'estimated_diameter_max': 108.1533506775}, 'miles': {'estimated_diameter_min': 0.0300542543, 'estimated_diameter_max': 0.0672033557}, 'feet': {'estimated_diameter_min': 158.6865169607, 'estimated_diameter_max': 354.8338390368}}",(2019 AV7),3837746,23.7,False,2019-01-04,2019-Jan-04 07:32,60639.4607245938,32.8233451477,0.0843787793,12622885.656480091,48.3676488219,108.1533506775,78.2604997497,4745674.500859017
66,"{'kilometers': {'estimated_diameter_min': 0.0160160338, 'estimated_diameter_max': 0.0358129403}, 'meters': {'estimated_diameter_min': 16.0160337979, 'estimated_diameter_max': 35.8129403019}, 'miles': {'estimated_diameter_min': 0.0099518989, 'estimated_diameter_max': 0.0222531225}, 'feet': {'estimated_diameter_min': 52.5460443254, 'estimated_diameter_max': 117.4965270602}}",(2019 UX),3879237,26.1,False,2019-01-04,2019-Jan-04 03:40,29611.4603080436,146.6765191734,0.3770604606,56407441.766978922,16.0160337979,35.8129403019,25.9144870499,767365.8046814237
67,"{'kilometers': {'estimated_diameter_min': 0.4212646106, 'estimated_diameter_max': 0.9419763057}, 'meters': {'estimated_diameter_min': 421.2646105562, 'estimated_diameter_max': 941.9763057186}, 'miles': {'estimated_diameter_min': 0.2617616123, 'estimated_diameter_max': 0.5853167591}, 'feet': {'estimated_diameter_min': 1382.1017848971, 'estimated_diameter_max': 3090.4735428537}}",357022 (1999 YG3),2357022,19.0,False,2019-01-03,2019-Jan-03 16:17,93246.7724493383,126.5057182391,0.3252075019,48650349.592260953,421.2646105562,941.9763057186,681.6204581374,63558907.75675186
68,"{'kilometers': {'estimated_diameter_min': 0.0921626549, 'estimated_diameter_max': 0.2060819612}, 'meters': {'estimated_diameter_min': 92.1626548503, 'estimated_diameter_max': 206.0819612321}, 'miles': {'estimated_diameter_min': 0.057267201, 'estimated_diameter_max': 0.1280533543}, 'feet': {'estimated_diameter_min': 302.370924539, 'estimated_diameter_max': 676.1219416887}}",(2009 XQ1),3483204,22.3,False,2019-01-03,2019-Jan-03 20:09,41934.4366163335,73.8245692982,0.1897803838,28390741.184262506,92.1626548503,206.0819612321,149.1223080412,6253359.974635061
69,"{'kilometers': {'estimated_diameter_min': 0.0088014652, 'estimated_diameter_max': 0.0196806745}, 'meters': {'estimated_diameter_min': 8.801465209, 'estimated_diameter_max': 19.6806745089}, 'miles': {'estimated_diameter_min': 0.0054689752, 'estimated_diameter_max': 0.0122290004}, 'feet': {'estimated_diameter_min': 28.8761991163, 'estimated_diameter_max': 64.5691441559}}",(2016 VS),3763271,27.4,False,2019-01-03,2019-Jan-03 07:32,30246.9054160431,98.2129289662,0.2524753958,37769781.439086946,8.801465209,19.6806745089,14.24106985895,430748.29304692295
70,"{'kilometers': {'estimated_diameter_min': 0.0366906138, 'estimated_diameter_max': 0.0820427065}, 'meters': {'estimated_diameter_min': 36.6906137531, 'estimated_diameter_max': 82.0427064882}, 'miles': {'estimated_diameter_min': 0.0227984834, 'estimated_diameter_max': 0.0509789586}, 'feet': {'estimated_diameter_min': 120.3760332259, 'estimated_diameter_max': 269.1689931548}}",(2018 RP1),3827307,24.3,False,2019-01-03,2019-Jan-03 06:32,13579.7945553788,129.6582319278,0.3333116502,49862712.916105074,36.6906137531,82.0427064882,59.366660120649996,806187.0478774265
71,"{'kilometers': {'estimated_diameter_min': 0.1272198785, 'estimated_diameter_max': 0.2844722965}, 'meters': {'estimated_diameter_min': 127.2198785394, 'estimated_diameter_max': 284.4722965033}, 'miles': {'estimated_diameter_min': 0.0790507431, 'estimated_diameter_max': 0.1767628354}, 'feet': {'estimated_diameter_min': 417.3880663071, 'estimated_diameter_max': 933.3080892598}}",(2018 YZ),3836970,21.6,False,2019-01-03,2019-Jan-03 07:35,54017.1226001722,114.7247441246,0.2949222214,44119736.137108418,127.2198785394,284.4722965033,205.84608752135,11119213.34640654
72,"{'kilometers': {'estimated_diameter_min': 0.046190746, 'estimated_diameter_max': 0.1032856481}, 'meters': {'estimated_diameter_min': 46.1907460282, 'estimated_diameter_max': 103.2856480504}, 'miles': {'estimated_diameter_min': 0.0287015901, 'estimated_diameter_max': 0.0641787064}, 'feet': {'estimated_diameter_min': 151.544447199, 'estimated_diameter_max': 338.8636855496}}",(2019 AY3),3837644,23.8,False,2019-01-03,2019-Jan-03 23:46,69878.6678137939,13.1149010554,0.0337143986,5043602.218890982,46.1907460282,103.2856480504,74.7381970393,5222605.64391112
73,"{'kilometers': {'estimated_diameter_min': 0.0699125232, 'estimated_diameter_max': 0.1563291544}, 'meters': {'estimated_diameter_min': 69.9125232246, 'estimated_diameter_max': 156.3291544087}, 'miles': {'estimated_diameter_min': 0.0434416145, 'estimated_diameter_max': 0.097138403}, 'feet': {'estimated_diameter_min': 229.3718026961, 'estimated_diameter_max': 512.8909429502}}",(2019 AD5),3837674,22.9,False,2019-01-03,2019-Jan-03 01:38,53144.5250841941,19.5352863828,0.0502192452,7512692.114927724,69.9125232246,156.3291544087,113.12083881665,6011753.256036533
74,"{'kilometers': {'estimated_diameter_min': 0.0080270317, 'estimated_diameter_max': 0.0179489885}, 'meters': {'estimated_diameter_min': 8.0270316728, 'estimated_diameter_max': 17.948988478}, 'miles': {'estimated_diameter_min': 0.0049877647, 'estimated_diameter_max': 0.0111529809}, 'feet': {'estimated_diameter_min': 26.3354065935, 'estimated_diameter_max': 58.8877593581}}",(2019 SJ),3843878,27.6,False,2019-01-03,2019-Jan-03 03:46,25507.6436517327,144.9030882069,0.3725015121,55725432.781939227,8.0270316728,17.948988478,12.9880100754,331293.5327484171
75,"{'kilometers': {'estimated_diameter_min': 0.0116025908, 'estimated_diameter_max': 0.0259441818}, 'meters': {'estimated_diameter_min': 11.6025908209, 'estimated_diameter_max': 25.9441817907}, 'miles': {'estimated_diameter_min': 0.0072095135, 'estimated_diameter_max': 0.0161209622}, 'feet': {'estimated_diameter_min': 38.066244069, 'estimated_diameter_max': 85.1187093863}}",(2019 YB4),3959223,26.8,False,2019-01-03,2019-Jan-03 16:03,23695.6956846036,9.505569768,0.024435912,3655560.38670744,11.6025908209,25.9441817907,18.7733863058,444848.44887174136
76,"{'kilometers': {'estimated_diameter_min': 0.0555334912, 'estimated_diameter_max': 0.1241766613}, 'meters': {'estimated_diameter_min': 55.5334911581, 'estimated_diameter_max': 124.1766612574}, 'miles': {'estimated_diameter_min': 0.0345069009, 'estimated_diameter_max': 0.0771597762}, 'feet': {'estimated_diameter_min': 182.1964991311, 'estimated_diameter_max': 407.4037573197}}",(2020 QU),54051168,23.4,False,2019-01-03,2019-Jan-03 05:11,68202.8666872351,170.4369966644,0.4381413796,65545017.147021452,55.5334911581,124.1766612574,89.85507620775,6128373.783768524
77,"{'kilometers': {'estimated_diameter_min': 0.0030517923, 'estimated_diameter_max': 0.0068240151}, 'meters': {'estimated_diameter_min': 3.0517923259, 'estimated_diameter_max': 6.824015094}, 'miles': {'estimated_diameter_min': 0.0018962952, 'estimated_diameter_max': 0.0042402451}, 'feet': {'estimated_diameter_min': 10.0124423346, 'estimated_diameter_max': 22.388501681}}",(2020 RD4),54053939,29.7,False,2019-01-03,2019-Jan-03 04:52,47155.2042460878,136.9091718943,0.3519515987,52651209.508614769,3.0517923259,6.824015094,4.93790370995,232847.85799020692
78,"{'kilometers': {'estimated_diameter_min': 0.5303407233, 'estimated_diameter_max': 1.1858779086}, 'meters': {'estimated_diameter_min': 530.3407233187, 'estimated_diameter_max': 1185.8779085771}, 'miles': {'estimated_diameter_min': 0.3295383456, 'estimated_diameter_max': 0.7368701419}, 'feet': {'estimated_diameter_min': 1739.963058693, 'estimated_diameter_max': 3890.675677576}}",459458 (2012 XR134),2459458,18.5,False,2019-01-02,2019-Jan-02 09:59,110077.1915795381,102.2243982618,0.2627876562,39312473.629812294,530.3407233187,1185.8779085771,858.1093159479001,94458263.56778339
79,"{'kilometers': {'estimated_diameter_min': 0.3346223745, 'estimated_diameter_max': 0.7482383761}, 'meters': {'estimated_diameter_min': 334.6223744549, 'estimated_diameter_max': 748.2383760735}, 'miles': {'estimated_diameter_min': 0.2079246394, 'estimated_diameter_max': 0.464933628}, 'feet': {'estimated_diameter_min': 1097.8424710066, 'estimated_diameter_max': 2454.8503937571}}",532874 (2013 YZ13),2532874,19.5,False,2019-01-02,2019-Jan-02 16:19,88051.7911661546,190.0161779239,0.4884734651,73074589.930479337,334.6223744549,748.2383760735,541.4303752642,47673914.33377606
